DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
,250.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,149.5749999,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,215.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,165.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,83.35499989,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,115.2649999,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,100.0849999,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,49.35499991,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,200.3799999,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,201.0700001,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,432.9700001,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,233.2049999,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,366.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,99.49499997,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,1032.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,383.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,83.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,33.28500001,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,167.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,182.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,82.78499998,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,383.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,467.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,298.8550001,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,100.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
